"3565462"
"0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98","736705160125591642685612"
"0xf4b51b14b9ee30dc37ec970b50a486f37686e2a8","505738639935553014454696"
"0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0","264181203585277002777132"
"0xcafe1a77e84698c83ca8931f54a755176ef75f2c","241418969267635301822239"
"0xbf4ed7b27f1d666546e30d74d50d173d20bca754","224214661385416743878349"
"0x167a9333bf582556f35bd4d16a7e80e191aa6476","106352311268718025780006"
"0xc257274276a4e539741ca11b590b9447b26a8051","75666865314551586481314"
"0x755cdba6ae4f479f7164792b318b2a06c759833b","74406435879530328314305"
"0x1e143b2588705dfea63a17f2032ca123df995ce0","67317257581981046981598"
"0x5bcd25b6e044b97dfc941b9ec4b617ec10e1abcd","59285760290408596339337"
"0x1a24fac4ef97e364751516f1a1eef6d59dc6fce8","47976318417447295786000"
"0xd24400ae8bfebb18ca49be86258a3c749cf46853","39327906614166268842155"
"0xb2930b35844a230f00e51431acae96fe543a0347","31186750833111717039503"
"0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","30372198026443994393437"
"0x22b84d5ffea8b801c0422afe752377a64aa738c2","28480372934022226837045"
"0x86ed8fd9b181bdcb29aeed4df3690462cedb8a8d","28156373418983216295369"
"0x2910543af39aba0cd09dbb2d50200b3e800a63d2","25611079509532582778860"
"0x687aeda127fd2bd4f374c73e3724bf9b7c7a6b9c","23616758943419035278908"
"0xa95350d70b18fa29f6b5eb8d627ceeeee499340d","22239165703161500544278"
"0x99e5aa36ee1b5ef8b9d6f196d2f309170c67419b","20000074319422999916000"
"0x0ff24158220a14398f047a80a513617ddc4f5289","18385359103871182942323"
"0x33de12b5cf336692c6b7cfd3aaf779425067f21c","18115364174798528451418"
"0xf6230e7e98d2bbebf96d14888020e9c3e8c27d69","17573844569169678794146"
"0x75e7f640bf6968b6f32c47a3cd82c3c2c9dcae68","16271862628528418033936"
"0x86842054dd8802519dc7dcc458dc9311c1434639","11374427615721777777777"
"0x32be343b94f860124dc4fee278fdcbd38c102d88","11340946867894364308344"
"0xcbb818779f3446522c323266623d15ad7e0544f0","11128649435793000000000"
"0xcb3d6f40bcf01eac9111f85436b2cfc5aac1a60c","10611302903470837925257"
"0x419e611842ca80d3f31c81175ec36d5ea5bff0eb","8960537548057777777777"
"0x8271b2e8cbe29396e9563229030c89679b9470db","8584148387171988382469"
"0x2ff99437f01dbc064426aafe21769de93de74ec6","8530319842522032018282"
"0xddc1b51b67dabd408b224d0f7dfcc93ec4b06265","8493901058278841822232"
"0x0000000000000000000000000000000000000000","7229817917571923150476"
"0xb303da500f837d75c815e841493491b9d24771fa","6358454168907777777777"
"0xa0bb4ba19f578a63fa3f67adaf7bbca15ccadc45","6220900354730501317577"
"0x999d1ce359692aebc26cd969a31d47d150128600","6005897333226246632080"
"0xf8c818bb96689c6bc79a5c074ea55715e304a519","5700824333390000000000"
"0x9bef2b713d1c689810f737e767b2e1b401de4010","5500000000000000000000"
"0xdd354cb8a9bddfeb59103194db80c99d9045e27d","5446732870000000000000"
"0xb3db7f1641117fea2ed6b851e3fd95a96571d89f","5439436143526355163777"
"0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5","5363419665744900877113"
"0xa0190618579a518e6ef6123ec62a8a4d3a8b85cb","5289351027359083168956"
"0x70faa28a6b8d6829a4b1e649d26ec9a2a39ba413","4342632047111429233423"
"0x4b3a4be70fc7971cbebe6fe52590a62771352cb1","4001008257007777777777"
"0x01e864d354741b423e6f42851724468c74f5aa9c","4000002646720000000000"
"0xc493f05035993c4b7091e7cce5158e190625c0b8","3892265363659065891000"
"0xecf8f87f810ecf450940c9f60066b4a7a501d6a7","3858142117916064492809"
"0x537f9d4d31ef70839d84b0d9cdb72b9afedbdf35","3765980253961565181936"
"0x777f415324d56e1d54fa832902d8797db7a4c57c","3382180761273544663240"
"0x57b174839cbd0a503b9dfcb655e4f4b1b47b3296","3308056513573393023944"
"0xbcb3fb1b9922725f778d655c25d0b360e2364786","3179036561242301371768"
"0xc9eecea26767eb56d4e92df8b5ba1b61151e8265","3166909478098000001024"
"0xd18107043ee3d8fe2dd8a589e5c05262a9b0e72e","2991683230967000000000"
"0xbf87b66d590cd9e39ebfe6895ae4cc7aa50f249f","2913948240848260890079"
"0xf1f94c0ef1e8e1b2c15f37f9ec7166eb76a8170e","2764520658167000004096"
"0x29d5527caa78f1946a409fa6acaf14a0a4a0274b","2754586702681331214463"
"0xf76475144781e77ecea57d8156574910402587a7","2538051078721000000000"
"0x95c2ad1de61b27c5f342b1fa36de823fac3c4ce1","2521918424745501519777"
"0xd94c9ff168dc6aebf9b6cc86deff54f3fb0afc33","2507381713987401368081"
"0xec11362cec810985d0ebbd7b73451444985b369f","2363274060527056978651"
"0xa906976fd49ecd57bbc30f1202eb86f54ca477d1","2151865458870567250247"
"0xca8276c477b4a07b80107b843594189607b53bec","2146305684971723100000"
"0x04d6c8d0ce010563211c1a98605428b5e979681e","2102209381945396121672"
"0x158a3041f1c3da87a8bc8e03989e48af67a94f4c","2100255002947777777777"
"0xdd0de1179e39ee50913677b503764f67745b1b6b","2017115005546368361616"
"0x4d586195aeed6b32b62daaaa60122ed9088990d4","2001306329770777777777"
"0x0c5437b0b6906321cca17af681d59baf60afe7d6","1983618668010949007197"
"0x4d09d256cebbc1cec7ad46d0c18be97f3e649ea4","1961822792145280010000"
"0x917b9eed61d9294cc742113e5454e9ecd62d806e","1961079721822268813247"
"0x17078f9f1d1361556f08e575381d9ace4b4ea09f","1856633464245410019367"
"0x594ca74584e617855923529c0f207fb6ac7858d1","1828354463585485910785"
"0xe54e1456f591642bbc3f2b8c158f51a62e70c1b3","1811035876951107671832"
"0x0bdc4f12fb57d3aca9c3cf72b7aa2789a20d27f2","1727185395569149743291"
"0xd663be6b87a992c5245f054d32c7f5e99f5acc47","1697478009349031205699"
"0xd59d92d2c8701980cc073c375d720af064743c0c","1680739007298683072848"
"0x0be42f2cfddacf24202299648ed73fdbe719ee6f","1651802308466777777777"
"0xfb011fcf9abfc7c129a3f8177938dd7638924dde","1543000066460504684090"
"0xca8df1ec45c090d801930cdc8c9421c229366fc9","1520947555418512284023"
"0xc05d3b46570c93f2f8e8f49c26eccadd7faa6c84","1499823865117788638508"
"0x52dc504a422f0e2a9e7632a34a50f1a82f8224c7","1496623532590880975916"
"0x67d2fa7fe8f2e6ec0a3ff90ce4a114abbb63644a","1443374076890000000100"
"0xa50ec0d39fa913e62f1bae7074e6f36caa71855b","1414513115460000000000"
"0x304cc179719bc5b05418d6f7f6783abe45d83090","1350245746500192196054"
"0xfc6a9a385844e0320dfb666bdcbdf65421024ea6","1347015052314000084000"
"0xcb3a3acc2a80678f1a3ec72d6593ab47ccf1b8e0","1320162995756710029825"
"0xb394b0880ecf6dd2bb3c65de075f845f012bea0e","1306159804675439840871"
"0xb435871b0959561226b4d903b1abf79528177e81","1271811975656824160252"
"0xc3d9c17d7f6988c0fe7ebe929c47efccbd92be13","1259191881631039027988"
"0x9a2877dd78ab647c7d9cb2169f733a97f49ae825","1213659632190160516000"
"0xe76fe52a251c8f3a5dcd657e47a6c8d16fdf4bfa","1213193769770225471000"
"0xeb062a35082c9e1ed91704a6e3d2dd8a1193c276","1205944028853999997952"
"0x41f89c9f82a10f1db08bec51466c40a96b95f92c","1203143733024236352348"
"0x3272f018cdb5660d2a707b17df4a4e922d0c3ea8","1126114529204683710298"
"0xced08e1e7e9958dc2699437f0b47da6c6e604346","1100095547305003111000"
"0x6f62ba4a7d3c43e061fc414069e965065d63c40b","1055971657382782659131"
"0x0c398e04022e502e6e4e521c46c1d5d9b3fb4710","1044774298667907839777"
"0xab1de675c417c920c7f0320934f502d8a23225f0","1002001788297777777777"
"0x4c7748250d4dc5b28f4d2073bedf393dbd67e614","999848911099211624896"
"0xc19aaa4b483c0cacc8de85ae603c4605f7874680","980213467981174437287"
"0x5ce259aedcd14038ad2c35ecaa7b6b2974d339ac","977651713855537507650"
